id,symbol,name,peg_ccy,current_price,market_cap,total_volume,circulating_supply,price_change_percentage_24h,last_updated
argentine-peso,wars,Argentine Peso,ARS,0.00062341,181412,13403.18,291000000.0,-0.06434,2026-09-26T10:20:20.000Z
mexican-peso,wmxn,Mexican Peso,MXN,0.057164,173708,176.95,3038788.69309,-0.54342,2026-09-26T10:20:20.000Z
real-mxn,mxne,Real MXN,MXN,0.056695,81017,29.81,1428994.67,,2026-09-26T04:23:20.000Z
celo-kenyan-shilling,kesm,Mento Kenyan Shilling,KES,0.00773885,79917,5079.49,10324630.83306853,0.63243,2026-09-26T10:20:20.000Z
celo-nigerian-naira,ngnm,Mento Nigerian Naira,NGN,0.00073052,56599,9.94,77476873.2520525,,2026-06-24T03:06:20.000Z
puso,phpm,Mento Philippine Peso,PHP,0.01598171,25809,7.96,1614934.613613786,,2026-09-26T10:20:20.000Z
ccop,copm,Mento Colombian Peso,COP,0.00031878,21675,9.93,67994219.89493266,,2026-08-16T05:39:40.000Z
nora-brazil-real,brs,Nora Brazilian Real Stablecoin,BRL,0.192222,9063.42,393.44,47150.89,-0.10023,2026-09-26T10:20:20.000Z
celo-south-african-rand,zarm,Mento South African Rand,ZAR,0.061234,675.53,1.87,11031.96180693888,,2026-09-24T16:31:50.000Z
stablenaira,snr,StableNaira,NGN,0.0,3.9618e-14,14.94,27600988.77,,2026-07-23T17:18:30.000Z
real-usd,usdr,Real USD,BRL,0.43618,0.0,308.57,0.0,1.00645,2026-09-26T10:20:20.000Z
