id,symbol,name,peg_ccy,current_price,market_cap,total_volume,circulating_supply,price_change_percentage_24h,last_updated
tether-eurt,eurt,Euro Tether,EUR,0.056553,234915,290.39,4153902.7318629995,,2026-08-29T11:53:20.000Z
celo-real-creal,brlm,Mento Brazilian Real,BRL,0.192109,221838,7128.43,1154912.354908633,-1.01272,2026-08-29T11:53:20.000Z
colombian-peso,wcop,Colombian Peso,COP,0.00031606,190032,256.91,601258753.7968985,-1.2629,2026-08-29T11:53:20.000Z
token-teknoloji-a-s-euro,eurot,Token Teknoloji A.Ş. EURO,EUR,1.16,185415,5791.03,160000.0,-0.4883,2026-08-29T11:53:20.000Z
argentine-peso,wars,Argentine Peso,ARS,0.00062691,182431,5004.1,291000000.0,1.00698,2026-08-29T11:53:20.000Z
real-mxn,mxne,Real MXN,MXN,0.058607,83749,446.32,1428994.67,-0.5092,2026-08-29T11:53:20.000Z
celo-kenyan-shilling,kesm,Mento Kenyan Shilling,KES,0.00774703,80151,203.84,10346465.27979865,-0.00192,2026-08-29T11:53:20.000Z
mexican-peso,wmxn,Mexican Peso,MXN,0.058898,57060,124.54,968788.6930900001,0.03714,2026-08-29T11:53:20.000Z
celo-nigerian-naira,ngnm,Mento Nigerian Naira,NGN,0.00073052,56599,9.94,77476873.2520525,,2026-06-24T03:06:20.000Z
celo-south-african-rand,zarm,Mento South African Rand,ZAR,0.061794,50324,1.61,814379.4936947487,,2026-08-19T22:40:30.000Z
puso,phpm,Mento Philippine Peso,PHP,0.01607768,25891,28.32,1610375.613343535,-0.31417,2026-08-29T11:53:20.000Z
ccop,copm,Mento Colombian Peso,COP,0.00031878,21675,9.93,67994219.89493266,,2026-08-16T05:39:40.000Z
seur,seur,sEUR,EUR,0.01848619,18393.83,0.924309,995003.8666365609,,2026-06-27T06:42:30.000Z
stablenaira,snr,StableNaira,NGN,0.0,3.9618e-14,14.94,27600988.77,,2026-07-23T17:18:30.000Z
real-usd,usdr,Real USD,BRL,0.447431,0.0,153.26,0.0,-0.49961,2026-08-29T11:53:20.000Z
